Title,Content,Site-Name,Sector,Country
"On their first date, he asked her if she had any debt. Today, they're a DINK couple in the world's most expensive city.","On their first date, he asked her if she had any debt. Today, they're a DINK couple in the world's most expensive city.
The couple said they have a combined annual income of over 300,000 Singapore dollars, or US$225,000. Chow and Tan, both 36, said they share a similar outlook on finances and are intentional with ...",Business Insider,Consumer Goods,Singapore
Singapore's LIA unveils consumer guide to medical underwriting,"Singapore's LIA unveils consumer guide to medical underwriting
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Consumer Goods,Singapore
When do you file your income tax in Singapore (2024)?,"When do you file your income tax in Singapore (2024)?
SINGAPORE - From 1 March to 18 April, you'll need to submit all your information to the Inland Revenue Authority of Singapore (IRAS) so that the amount of income tax you need to pay can be ...",Yahoo Southeast Asia on MSN.com,Consumer Goods,Singapore
Singapore Airlines announces updates to its premium economy service offerings,"Singapore Airlines announces updates to its premium economy service offerings
SINGAPORE — Singapore Airlines announced updates to its premium economy service offerings. The changes include 175 new food menu items and all-new dishware, as well as a new amenity kit available on request on flights of at least seven hours, designed by U.S.-based sustainable lifestyle company Out of the Woods.",USA TODAY on MSN.com,Consumer Goods,Singapore
Keppel Infrastructure Trust reveals higher earnings per share in FY23,"Keppel Infrastructure Trust reveals higher earnings per share in FY23
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Consumer Goods,Singapore
Consumer watchdog warns Purexygen for unfair practices,"Consumer watchdog warns Purexygen for unfair practices
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Consumer Goods,Singapore
Inflation rose the most for high-income groups in Singapore during first half of 2022,"Inflation rose the most for high-income groups in Singapore during first half of 2022
SINGAPORE, July 25 (The Straits Times/ANN): The highest income groups in Singapore saw the largest increase in consumer prices in the first half of 2022, compared to households from other income ...",The Star,Consumer Goods,Singapore
Results: China Aviation Oil (Singapore) Corporation Ltd Beat Earnings Expectations And Analysts Now Have New Forecasts,"Results: China Aviation Oil (Singapore) Corporation Ltd Beat Earnings Expectations And Analysts Now Have New Forecasts
So it's pretty clear that China Aviation Oil (Singapore) is expected to grow faster than the wider industry. The most important thing to take away is that the analysts downgraded their earnings ...",Yahoo Finance,Consumer Goods,Singapore
"Woman jailed for approving payments for false invoices, cheating employer of more than $317,000","Woman jailed for approving payments for false invoices, cheating employer of more than $317,000
SINGAPORE - Over a period of three years ... She lied to them, saying the bank account would be used to receive the salary of a foreign worker who did not have his own account.",The Straits Times,Consumer Goods,Singapore
Crypto Exchange OKX Receives In-Principle Approval for Singapore Payments Licence,"Crypto Exchange OKX Receives In-Principle Approval for Singapore Payments Licence
Crypto Exchange OKX Receives In-Principle Approval for Singapore Payments Licence SINGAPORE (Reuters) - Cryptocurrency exchange OKX's Singapore subsidiary has received in-principle approval for a ...",U.S. News & World Report,Consumer Goods,Singapore
McDonald's online services down in Singapore amid widespread outage,"McDonald's online services down in Singapore amid widespread outage
Find out more about subscription packages here. MOBILE ordering services on the McDonald's app here were down on Mar 15, as the fast-food chain suffered a widespread technology outage across its outlets in multiple countries, including Australia, Hong ...",Business Times,Consumer Goods,Singapore
China Warns Citizens in Singapore to Stay Away From Gambling,"China Warns Citizens in Singapore to Stay Away From Gambling
China Warns Citizens in Singapore to Stay Away From Gambling BEIJING (Reuters) - China's embassy in Singapore on Monday urged its citizens in the city-state to stay away from all forms of betting ...",U.S. News & World Report,Consumer Goods,Singapore
"Sensoryscape to boost Sentosa's connectivity, capacity to host visitors as 15 million visit in 2023","Sensoryscape to boost Sentosa's connectivity, capacity to host visitors as 15 million visit in 2023
SINGAPORE - Sentosa's new Sensoryscape walkway is not only an artery connecting the north of the island to its south, but it is also aimed at getting more people to come to - and stay on ...",The Straits Times,Consumer Goods,Singapore
"Economists Upgrade Singapore 2024 Growth Forecast, Survey Shows","Economists Upgrade Singapore 2024 Growth Forecast, Survey Shows
SINGAPORE (Reuters) - Economists have upgraded Singapore's 2024 growth forecast, according to a survey by the country's central bank published on Wednesday, with better-than-expected external ...",U.S. News & World Report,Consumer Goods,Singapore
"As Singapore plans gig worker benefits, some fear earnings hit","As Singapore plans gig worker benefits, some fear earnings hit
SINGAPORE: Alicia quit her job at a Singapore ... higher wages from app-based businesses amid a post-pandemic drop in earnings, higher living costs and a jump in fuel prices.",The Star,Consumer Goods,Singapore
"Q & M Dental Group (Singapore) Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags","Q & M Dental Group (Singapore) Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags
Net income: S$11.5m (up 1.8% from FY 2022 ... Performance of the market in Singapore. The company's share price is broadly unchanged from a week ago. You should always think about risks.",Yahoo Finance,Consumer Goods,Singapore
China Aviation Oil (Singapore) Full Year 2023 Earnings: EPS Beats Expectations,"China Aviation Oil (Singapore) Full Year 2023 Earnings: EPS Beats Expectations
Net income: US$58.9m (up 76% from FY 2022 ... Performance of the market in Singapore. The company's shares are down 3.2% from a week ago. While it's very important to consider the profit and ...",Yahoo Finance,Consumer Goods,Singapore
Singapore Consumer Sentiment Study H1 2024,"Singapore Consumer Sentiment Study H1 2024
The PropertyGuru Singapore Consumer Sentiment Study (CSS ... This positive sentiment resonates more across the high-income group (50%), for Singaporean households earning more than $10,000 monthly, and Singaporeans between the 22 to 29 (50%), and 30 ...",Yahoo Finance,Consumer Goods,Singapore
Singapore Technologies Engineering Full Year 2023 Earnings: Revenues Beat Expectations,"Singapore Technologies Engineering Full Year 2023 Earnings: Revenues Beat Expectations
Net income: S$586.5m (up 9.6% from FY 2022 ... Performance of the market in Singapore. The company's share price is broadly unchanged from a week ago. Before we wrap up, we've discovered 2 ...",Yahoo Finance,Consumer Goods,Singapore
Consumer Packaged Goods (CPG): What They Are vs. Durable Goods,"Consumer Packaged Goods (CPG): What They Are vs. Durable Goods
Investopedia / Michela Buttignol Consumer packaged goods are items used daily by average consumers that need to be replaced or replenished regularly. These can include goods such as food ...",Investopedia,Consumer Goods,Singapore
"Lower-income S'poreans excel in financial planning, APAC millennials most resilient","Lower-income S'poreans excel in financial planning, APAC millennials most resilient
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Consumer Goods,Singapore
"Consumer Packaged Goods (CPG) Market Size to Hit USD 3,171.11 Bn by 2032","Consumer Packaged Goods (CPG) Market Size to Hit USD 3,171.11 Bn by 2032
Ottawa, March 06, 2024 (GLOBE NEWSWIRE) -- The global consumer packaged goods (CPG) market size stood at USD 2,208.85 billion in 2023, grew to USD 2,290.58 billion in 2024, and is anticipated to ...",Yahoo Finance,Consumer Goods,Singapore
COSCO SHIPPING International (Singapore) Full Year 2023 Earnings: EPS: S$0.001 (vs S$0.04 loss in FY 2022),"COSCO SHIPPING International (Singapore) Full Year 2023 Earnings: EPS: S$0.001 (vs S$0.04 loss in FY 2022)
Net income: S$1.90m (up from S$88.6m loss in FY ... period COSCO SHIPPING International (Singapore) shares are down 3.6% from a week ago. You still need to take note of risks, for example ...",Yahoo Finance,Consumer Goods,Singapore
"Insider Sell: EVP, COO & CFO Adrian Mitchell Sells 13,249 Shares of Macy's Inc (M)","Insider Sell: EVP, COO & CFO Adrian Mitchell Sells 13,249 Shares of Macy's Inc (M)
Macy's Inc (NYSE:M), a renowned retailer offering a wide range of apparel, accessories, cosmetics, home furnishings, and other consumer goods, has reported an insider sell according to the latest SEC filings.",Yahoo Finance,Consumer Goods,Singapore
Singlife's GROW and AllianzGI launch Allianz Global Income fund,"Singlife's GROW and AllianzGI launch Allianz Global Income fund
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Consumer Goods,Singapore
More financial aid for lower-income Singapore households hit by Covid-19,"More financial aid for lower-income Singapore households hit by Covid-19
SINGAPORE, Aug 1 (The Straits Times/ANN): Lower-income households that have been directly affected by Covid-19 can now get additional financial support through a fund. More households are also ...",The Star,Consumer Goods,Singapore
Retail Consumer Goods and Manufacturing Market Size,"Retail Consumer Goods and Manufacturing Market Size
Brooklyn, New York, March 05, 2024 (GLOBE NEWSWIRE) -- According to a new market research report published by Global Market Estimates, the global retail consumer goods and manufacturing market is ...",Yahoo Finance,Consumer Goods,Singapore
Singapore Technologies Engineering Ltd (SGGKF) Q4 2023 Earnings Call Transcript,"Singapore Technologies Engineering Ltd (SGGKF) Q4 2023 Earnings Call Transcript
Good morning. Welcome to ST Engineering's Full Year 2023 Results Briefing. This morning we will begin with a presentation by our Group CFO Cedric Foo. Our Group President and CEO, Vincent Chong ...",Seeking Alpha,Consumer Goods,Singapore
ASML (NASDAQ: ASML),"ASML (NASDAQ: ASML)
It operates through the following geographical segments: Japan, South Korea, Singapore, Taiwan, Chine, Rest of Asia, Netherlands, Europe, the Middle East and Africa (EMEA), and United States.",The Motley Fool,Consumer Goods,Singapore
Dick's Sporting Goods shares soar to record high after earnings crush estimates and company offers upbeat guidance,"Dick's Sporting Goods shares soar to record high after earnings crush estimates and company offers upbeat guidance
Dick's Sporting Goods Inc.'s stock ... billion-dollar industry. The consumer ""has held up incredibly well,"" Hobart told analysts on the company's earnings call, according to a FactSet ...",MarketWatch,Consumer Goods,Singapore
Should You Buy DICK'S Sporting Goods (DKS) Ahead of Earnings?,"Should You Buy DICK'S Sporting Goods (DKS) Ahead of Earnings?
Investors are always looking for stocks that are poised to beat at earnings season and DICK'S Sporting Goods, Inc. DKS may be one such company. The firm has earnings coming up pretty soon ...",Yahoo Finance,Consumer Goods,Singapore
"Consumer Cos Down After Nike, Lululemon Earnings -- Consumer Roundup","Consumer Cos Down After Nike, Lululemon Earnings -- Consumer Roundup
Consumer companies fell after weak earnings from two bellwethers. Nike shares tumbled after it posted lackluster sales growth. Lululemon shares slipped after the high-end yogawear purveyor posted ...",MarketWatch,Consumer Goods,Singapore
Singapore Stocks: CDL's 2023 Earnings Disappoint; Shares Fall,"Singapore Stocks: CDL's 2023 Earnings Disappoint; Shares Fall
In key news on Singapore stocks, shares of City Developments Ltd., or CDL (SG:C09), fell in response to its disappointing earnings for 2023. The company saw a 75.3% decline in its earnings of S$ ...",Business Insider,Consumer Goods,Singapore
The Easter Bunny Is Hopping Away With Cal-Maine Foods,"The Easter Bunny Is Hopping Away With Cal-Maine Foods
In preparation for Easter weekend celebrations, the annual Christian holiday that commemorates the death and resurrection of Jesus Christ, investors may be looking at companies that benefit from egg hunts and other spring festivities as high inflation,",Yahoo Finance,Consumer Goods,Singapore
"Unilever, a consumer goods company with North Jersey locations, to cut 7,500 jobs","Unilever, a consumer goods company with North Jersey locations, to cut 7,500 jobs
Unilever, a popular national consumer goods company, is cutting 7,500 jobs and overhauling its business model with a spin-off of its ice cream unit, which includes the iconic Ben & Jerry's brand.",Yahoo,Consumer Goods,Singapore
"SingTel Earnings: Stable Results With Optus Slightly Better, Singapore Slightly Worse","SingTel Earnings: Stable Results With Optus Slightly Better, Singapore Slightly Worse
The stock looks fairly valued at these levels, and we suspect the company will need to show consistent earnings growth from its core operations before it will get a positive rerating. On an ...",Morningstar,Consumer Goods,Singapore
SIA and Garuda Airlines co-operation: Competition and Consumer Commission of Singapore seeks public feedback,"SIA and Garuda Airlines co-operation: Competition and Consumer Commission of Singapore seeks public feedback
SINGAPORE — The Competition and Consumer Commission of Singapore (CCCS) is seeking feedback from the public on the proposed Singapore-Indonesia Commercial Cooperation Framework Agreement between Singapore Airlines (SIA) and Indonesia's flag carrier ...",雅虎財經,Consumer Goods,Singapore
"No record-high earnings for Singapore banks in 2024, but loans to recover","No record-high earnings for Singapore banks in 2024, but loans to recover
Photo by Jisun Han via Unsplash (cropped). Since you're here... ...there are many ways you can work with us to advertise your company and connect to your customers ...",Singapore Business Review,Consumer Goods,Singapore
Consumer Cos Down After Mixed Earnings -- Consumer Roundup,"Consumer Cos Down After Mixed Earnings -- Consumer Roundup
Consumer companies ticked down after mixed earnings. Williams-Sonoma shares soared after the San Francisco high-end home-goods store posted quarterly earnings ahead of Wall Street targets.",MarketWatch,Consumer Goods,Singapore
India's consumer goods sector longs for a rural revival,"India's consumer goods sector longs for a rural revival
A prolonged rural slowdown is dragging demand for packaged consumer goods. A revival later this ... The impact has already shown up in the earnings for the December-ended quarter.",Mint,Consumer Goods,Singapore
How to earn air miles from your income tax payment in Singapore (Feb 2024),"How to earn air miles from your income tax payment in Singapore (Feb 2024)
SINGAPORE — Every year, many Singaporeans pay the mandatory income tax bill. Although the government recently announced a personal income tax rebate of 50 per cent for the Assessment Year 2024 ...",Yahoo Finance,Consumer Goods,Singapore
"Q & M Dental Group (Singapore) Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags","Q & M Dental Group (Singapore) Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags
Net income: S$11.5m (up 1.8% from FY 2022 ... Performance of the market in Singapore. The company's share price is broadly unchanged from a week ago. You should always think about risks. Case in point, we've spotted 1 warning sign for Q & M Dental ...",雅虎財經,Consumer Goods,Singapore
Dick's Sporting Goods (DKS) Q4 Earnings and Revenues Beat Estimates,"Dick's Sporting Goods (DKS) Q4 Earnings and Revenues Beat Estimates
Dick's Sporting Goods (DKS) came out with quarterly earnings of $3.85 per share, beating the Zacks Consensus Estimate of $3.35 per share. This compares to earnings of $2.93 per share a year ago.",Yahoo Finance,Consumer Goods,Singapore
Should You Buy DICK'S Sporting Goods (DKS) Ahead of Earnings?,"Should You Buy DICK'S Sporting Goods (DKS) Ahead of Earnings?
Investors are always looking for stocks that are poised to beat at earnings season and DICK'S Sporting Goods, Inc. DKS may be one such company. The firm has earnings coming up pretty soon, and events are shaping up quite nicely for their report.",雅虎財經,Consumer Goods,Singapore
Fast moving consumer goods giants bet big on digital advertisement,"Fast moving consumer goods giants bet big on digital advertisement
India's fast-moving consumer goods companies are increasingly relying on digital advertising to attract clients, many of whom now survive on internet content. With pandemic causing behavioural ...",Indiatimes,Consumer Goods,Singapore
Consumer Cos Down After Mixed Earnings — Consumer Roundup,"Consumer Cos Down After Mixed Earnings — Consumer Roundup
Consumer companies ticked down after mixed earnings. Williams-Sonoma shares soared after the San Francisco high-end home-goods store posted quarterly earnings ahead of Wall Street targets.",Morningstar,Consumer Goods,Singapore
Consumer Cos Decline Ahead of Earnings -- Consumer Roundup,"Consumer Cos Decline Ahead of Earnings -- Consumer Roundup
Consumer companies ticked down as traders awaited earnings in the sector. Shares of San Francisco high-end home-goods store Williams Sonoma and discounter Dollar Tree rose ahead of their earnings ...",MarketWatch,Consumer Goods,Singapore
Libstar's earnings dragged down by weak consumer demand,"Libstar's earnings dragged down by weak consumer demand
Consumer packaged goods group Libstar has reported year-on-year declines in its normalised earnings, headline earnings and operating profit for the year ended December 31. Normalised headline ...",Engineering News,Consumer Goods,Singapore
"Unilever rejig plan: Consumer goods giant to split off $8.6 billion ice cream unit; 7,500 jobs to be axed","Unilever rejig plan: Consumer goods giant to split off $8.6 billion ice cream unit; 7,500 jobs to be axed
Premium Unilever, whose portfolio encompasses brands like Ben & Jerry's, Magnum, Hellmann's mayonnaise, and Domestos cleaners, stated that a range of options will be considered for the separation ...",Mint,Consumer Goods,Singapore
CPSS Stock Earnings: Consumer Pf Servs Reported Results for Q4 2023,"CPSS Stock Earnings: Consumer Pf Servs Reported Results for Q4 2023
Consumer Pf Servs reported earnings per share of 29 cents. The company reported revenue of $91.98 million. InvestorPlace Earnings is a project that leverages data from TradeSmith to automate ...",Business Insider,Consumer Goods,Singapore
